2021,Corner Brook,Newfoundland and Labrador,2011S0504015,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824736,2.4.2,694.00,,,,0,12.75
2021,Gander,Newfoundland and Labrador,2011A00051006009,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824688,3.4.2,611.00,,,,0,12.75
2021,Grand Falls-Windsor,Newfoundland and Labrador,2011S0504010,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824742,4.4.2,662.00,,,,0,12.75
2021,St. John's,Newfoundland and Labrador,2011S0503001,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824626,6.4.2,896.00,,,,0,12.75
2021,Charlottetown,Prince Edward Island,2011S0504105,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824640,7.4.2,848.00,,,,0,13
2021,Summerside,Prince Edward Island,2011S0504110,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824777,8.4.2,803.00,,,,0,13
2021,Cape Breton,Nova Scotia,2011S0504225,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824667,9.4.2,749.00,,,,0,12.95
2021,East Hants,Nova Scotia,2011A00051208008,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844134,209.4.2,921.00,,,,0,12.95
2021,Halifax,Nova Scotia,2011S0503205,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824613,10.4.2,1094.00,,,,0,12.95
2021,Kentville,Nova Scotia,2011S0504210,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824796,11.4.2,719.00,,,,0,12.95
2021,New Glasgow,Nova Scotia,2011S0504220,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824757,13.4.2,688.00,,,,0,12.95
2021,Truro,Nova Scotia,2011S0504215,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824785,14.4.2,727.00,,,,0,12.95
2021,Bathurst,New Brunswick,2011S0504328,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824730,15.4.2,585.00,,,,0,11.75
2021,Campbellton,New Brunswick,2011S050613330,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824733,16.4.2,586.00,,,,0,11.75
2021,Edmundston,New Brunswick,2011S0504335,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824739,17.4.2,510.00,,,,0,11.75
2021,Fredericton,New Brunswick,2011S0504320,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824646,18.4.2,898.00,,,,0,11.75
2021,Miramichi,New Brunswick,2011S0504329,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824701,19.4.2,592.00,,,,0,11.75
2021,Moncton,New Brunswick,2011S0503305,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824655,20.4.2,885.00,,,,0,11.75
2021,Saint John,New Brunswick,2011S0503310,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824625,22.4.2,769.00,,,,0,11.75
2021,Alma,Quebec,2011S0504410,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824669,23.4.2,440.00,,,,0,13.5
2021,Amos,Quebec,2011S0504481,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824670,24.4.2,569.00,,,,0,13.5
2021,Baie-Comeau,Quebec,2011S0504406,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824729,26.4.2,550.00,,,,0,13.5
2021,Cowansville,Quebec,2011S0504437,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824678,31.4.2,579.00,,,,0,13.5
2021,Dolbeau-Mistassini,Quebec,2011S0504411,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824737,32.4.2,375.00,,,,0,13.5
2021,Drummondville,Quebec,2011S0504447,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824645,33.4.2,586.00,,,,0,13.5
2021,Gaspé,Quebec,2011A00052403005,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824689,34.4.2,504.00,,,,0,13.5
2021,Ottawa-Gatineau,Quebec,2011S050524505,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824621,37.4.2,888.00,,,,0,13.5
2021,Granby,Quebec,2011S0504450,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824647,35.4.2,627.00,,,,0,13.5
2021,Hawkesbury,Quebec,2011S050624502,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824795,36.4.2,538.00,,,,0,13.5
2021,Joliette,Quebec,2011S0504456,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824745,38.4.2,606.00,,,,0,13.5
2021,La Tuque,Quebec,2006S0504446,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824751,40.4.2,460.00,,,,0,13.5
2021,Lachute,Quebec,2011S0504468,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824750,41.4.2,627.00,,,,0,13.5
2021,Les Îles-de-la-Madeleine,Quebec,2011A00052401023,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844142,214.4.2,634.00,,,,0,13.5
2021,Matane,Quebec,2011S0504403,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824700,43.4.2,505.00,,,,0,13.5
2021,Mont-Laurier,Quebec,2011A00052479088,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844145,215.4.2,497.00,,,,0,13.5
2021,Montmagny,Quebec,2011A00052418050,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824704,45.4.2,541.00,,,,0,13.5
2021,Montréal,Quebec,2011S0503462,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824617,46.4.2,880.00,,,,0,13.5
2021,Québec,Quebec,2011S0503421,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824623,48.4.2,839.00,,,,0,13.5
2021,Rawdon,Quebec,2011A00052462037,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844150,217.4.2,500.00,,,,0,13.5
2021,Rimouski,Quebec,2011S0504404,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824769,49.4.2,591.00,,,,0,13.5
2021,Rivière-du-Loup,Quebec,2011S0504405,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824770,50.4.2,498.00,,,,0,13.5
2021,Roberval,Quebec,2011A00052491025,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824713,51.4.2,410.00,,,,0,13.5
2021,Rouyn-Noranda,Quebec,2011S0504485,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824771,52.4.2,570.00,,,,0,13.5
2021,Saint-Félicien,Quebec,2011A00052491042,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v4419517,190.4.2,450.00,,,,0,13.5
2021,Saint-Georges,Quebec,2011S0504428,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824772,59.4.2,493.00,,,,0,13.5
2021,Saint-Hyacinthe,Quebec,2011S0504452,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824661,60.4.2,751.00,,,,0,13.5
2021,Sainte-Adèle,Quebec,2011A00052477022,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844152,218.4.2,690.00,,,,0,13.5
2021,Sainte-Marie,Quebec,2011A00052426030,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824715,58.4.2,574.00,,,,0,13.5
2021,Saguenay,Quebec,2011S0503408,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824611,30.4.2,555.00,,,,0,13.5
2021,Salaberry-de-Valleyfield,Quebec,2011S0504465,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824787,53.4.2,574.00,,,,0,13.5
2021,Sept-Îles,Quebec,2011S0504412,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824773,54.4.2,610.00,,,,0,13.5
